Day,Cases
2020-03-01,4
2020-03-02,9
2020-03-03,18
2020-03-04,35
2020-03-05,51
2020-03-06,70
2020-03-07,78
2020-03-08,130
2020-03-09,146
2020-03-10,212
2020-03-11,390
2020-03-12,497
2020-03-13,525
2020-03-14,727
2020-03-15,968
2020-03-16,1219
2020-03-17,2135
2020-03-18,2369
2020-03-19,3229
2020-03-20,4862
2020-03-21,6113
2020-03-22,7559
2020-03-23,9110
2020-03-24,10765
2020-03-25,10754
2020-03-26,11332
2020-03-27,14115
2020-03-28,18474
2020-03-29,20344
2020-03-30,20673
2020-03-31,26161
